MSOACD,NaPTANID,Distance
E02005184,9100BURNLYC,3322.021979
E02006917,9100MNCRDGT,145.631674556
E02005183,9100BURNLYC,2001.27835898
E02006914,9100MNCROXR,325.570457788
E02005182,9100BURNLYC,1041.63806845
E02006915,9100MNCRVIC,1573.33257901
E02005181,9100BURNLYB,811.679611776
E02006912,9100MNCRPIC,132.346189522
E02005180,9100ROSG,1337.97842759
E02005189,9100BMBRBDG,2130.63377459
E02003876,9100GBNK,2642.9157624
E02003877,9100HELSBY,1226.71961134
E02003874,9100FRDSHM,366.179786883
E02003875,9100ACBG,4104.5935967
E02003873,9100MACLSFD,1568.38810051
E02003870,9100MACLSFD,772.535049597
E02003871,9100MACLSFD,2351.32157612
E02003878,9100LSTG,245.464289802
E02003879,9100NTHWICH,1032.27263994
E02001087,9100BAGE,1127.86937892
E02001006,9100BOLTON,1842.96551877
E02001086,9100BAGE,2931.43389133
E02001007,9100FRNW,1811.7926329
E02001085,9100MLDTHRD,710.629806925
E02001004,9100BOLTON,1468.60837118
E02001084,9100BAGE,890.096389952
E02001005,9100BOLTON,1193.26395649
E02001083,9100BAGE,2083.94001391
E02001002,9100MSGT,2403.82532445
E02001082,9100BAGE,1630.93138813
E02001003,9100LOSTCKP,876.457003053
E02001081,9100TRFDPK,2881.17628823
E02001000,9100BOLTON,1446.09082817
E02001080,9100MLDTHRD,573.788810456
E02001001,9100LOSTCKP,2294.95339464
E02001089,9100EDIDBRY,69.6086016595
E02001008,9100BOLTON,1602.7150401
E02001088,9100GATLEY,4081.89824845
E02001009,9100BOLTON,2754.94628297
E02001356,9100FAZKRLY,3107.56740437
E02001357,9100RICELA,2631.95529782
E02001354,9100RICELA,1766.15114079
E02001355,9100WALTONM,1320.81199013
E02001352,9100WALTONM,367.402964563
E02001353,9100KKBY,4121.62324596
E02001350,9100FAZKRLY,2895.62814325
E02001351,9100FAZKRLY,1891.50507972
E02001358,9100KRKDALE,807.701091957
E02001359,9100BROADGR,3412.87995406
E02001267,9100URMSTON,202.970204247
E02001264,9100HMPHRYP,265.13344043
E02001265,9100FLIXTON,913.606820063
E02005321,9100PLTNLFY,7692.84817502
E02001397,9100HUNTSX,1792.72621065
E02001316,9100HAGFOLD,3977.59738542
E02001396,9100STMCHLS,739.021474874
E02001317,9100ATHERTN,3642.10078813
E02001395,9100MSLH,229.816230082
E02001314,9100ATHERTN,2802.31614709
E02001394,9100MSLH,1008.1529319
E02001315,9100ATHERTN,3552.90562429
E02001393,9100MSLH,1794.27794854
E02001312,9100HINDLEY,3670.00176608
E02001392,9100ROBY,2821.16639447
E02001313,9100DAISYH,3313.24078233
E02001391,9100HUYTON,2542.99989237
E02001310,9100INCE,1972.85572502
E02005328,9100PLTNLFY,4045.33280913
E02001390,9100BNWK,784.453381929
E02001311,9100ATHERTN,1875.59676201
E02005329,9100PLTNLFY,3355.75949518
E02001399,9100WALERTN,303.961901521
E02001318,9100BRYN,84.9709021725
E02001398,9100STMCHLS,643.023169145
E02001319,9100DAISYH,4765.31166292
E02005276,9100WHALLEY,711.669759029
E02005277,9100RMSWILP,1017.93225653
E02005274,9100WHALLEY,4116.43919073
E02005275,9100RMSWILP,9821.23376444
E02005272,9100CLITHRO,772.448303934
E02005273,9100RMSWILP,9748.50097422
E02005270,9100CLITHRO,2921.02536392
E02005271,9100CLITHRO,417.728409012
E02001226,9100HLDG,1150.33884512
E02001227,9100BMHL,995.115354256
E02001224,9100MDWD,923.354805569
E02001225,9100CHDH,1138.3426481
E02001222,9100HLDG,529.301029684
E02001223,9100BMHL,1107.40970156
E02001220,9100CHDH,985.023708057
E02005278,9100ACRNGTN,6450.47143481
E02005893,9100RTFDLL,12608.5513714
E02004080,9100ILKES,1160.60175903
E02005892,9100MFLDTWN,1477.05221293
E02005891,9100MFLDTWN,3253.86442798
E02005890,9100MFLDTWN,2264.09009148
E02004089,9100LNGEATN,1799.81770978
E02004088,9100LNGEATN,1495.18511655
E02005899,9100NEWANG,153.246300135
E02005819,9100STTNPWY,3707.36140419
E02005898,9100MFLDTWN,6721.6730081
E02005387,9100HINCKLY,1689.08599202
E02005386,9100HINCKLY,1183.97973621
E02005385,9100HINCKLY,2112.23644785
E02005384,9100HINCKLY,4815.22074618
E02005383,9100HINCKLY,4335.41785031
E02005382,9100HINCKLY,5831.20287968
E02005381,9100NARBRO,9208.69662167
E02005380,9100HINCKLY,11634.0976823
E02005389,9100HINCKLY,1043.60358576
E02005388,9100HINCKLY,893.617556052
E02005406,9100LOGHBRO,13375.7714475
E02005487,9100STAMFD,10335.218301
E02005486,9100SPALDNG,14626.0010573
E02005404,9100BURTNOT,10733.4725801
E02005485,9100STAMFD,15234.2792794
E02005405,9100LOGHBRO,11198.5701905
E02005484,9100GTHM,11106.4674163
E02005402,9100BURTNOT,12998.0480715
E02005483,9100SPALDNG,15285.3258964
E02005403,9100LOGHBRO,11621.9091711
E02005482,9100GTHM,2911.83097282
E02005400,9100LOGHBRO,12097.5461499
E02005481,9100GTHM,240.739174664
E02005401,9100LOGHBRO,14735.9173814
E02005480,9100GTHM,1221.88517771
E02005408,9100PWTH,10926.417908
E02005489,9100PBRO,11692.1815078
E02005409,9100PWTH,16194.492914
E02005488,9100STAMFD,11398.3203586
E02005667,9100NMPTN,2467.70483332
E02005664,9100NMPTN,2381.01426377
E02005665,9100NMPTN,5635.8920096
E02005662,9100NMPTN,2890.8983851
E02005663,9100NMPTN,4121.09982438
E02005660,9100NMPTN,6976.14111226
E02005661,9100NMPTN,3544.16871705
E02005668,9100NMPTN,3088.28702459
E02005669,9100NMPTN,3967.33751129
E02002836,9100LESTER,2030.74317456
E02002837,9100LESTER,2497.65325711
E02002834,9100LESTER,2597.91437056
E02002835,9100SYSTON,4405.41222575
E02002832,9100LESTER,2596.59802514
E02002833,9100LESTER,2721.64883204
E02002830,9100LESTER,3981.21568705
E02002831,9100LESTER,3424.52518438
E02004097,9100NWMILSC,432.675749524
E02004096,9100DNTG,1075.97081943
E02004095,9100GLSP,350.524364577
E02002838,9100LESTER,3239.63788213
E02004094,9100DNTG,921.367359809
E02002839,9100LESTER,4029.52914942
E02004093,9100HADFILD,423.686410575
E02004092,9100LNGEATN,499.442263334
E02004091,9100LNGEATN,1048.6206471
E02004090,9100LNGEATN,3355.9344048
E02004098,9100NWMILSC,1424.59516377
E02005397,9100EMPKWAY,5840.46642009
E02005396,9100MLTNSDG,2797.37718602
E02005395,9100MLTNSDG,645.704657882
E02005394,9100MLTNSDG,995.349389752
E02005393,9100MLTNSDG,4697.29176138
E02005392,9100MLTNSDG,1494.91843454
E02005391,9100BOTESFD,6054.26863602
E02005390,9100HINCKLY,1186.70985729
E02005399,9100WLNTNON,12910.2231947
E02005398,9100EMPKWAY,3588.10644604
E02005497,9100GBROC,820.289678703
E02004035,9100AMBERGT,1348.39346817
E02005886,9100MFLDWSE,3093.94494572
E02004032,9100ALFRETN,2932.14589825
E02005885,9100MFLDWSE,1669.24870146
E02004033,9100LGML,5384.42788963
E02005884,9100MFLDWSE,1179.74538821
E02004030,9100WATSTND,1741.75754448
E02005883,9100MFLDWSE,317.493202732
E02004031,9100ALFRETN,2425.54529186
E02005882,9100MFLDWSE,1681.74856344
E02005881,9100SHRBROK,3292.85635199
E02005880,9100SHRBROK,3926.08026968
E02004038,9100BELPER,310.43027875
E02004039,9100BELPER,1892.7485665
E02005889,9100MFLDTWN,1572.98030287
E02005888,9100MFLDTWN,1182.68976672
E02005336,9100LESTER,4873.13345478
E02005337,9100WGSTS,4156.98911372
E02005334,9100NARBRO,5775.56303224
E02005335,9100NARBRO,6416.45818335
E02005338,9100NARBRO,1630.05796634
E02005339,9100NARBRO,618.242951598
E02005407,9100LOGHBRO,13659.6311305
E02005666,9100NMPTN,1593.13278266
E02005677,9100NMPTN,1518.56965811
E02006827,9100LGML,1502.29798919
E02005848,9100WORKSOP,1909.78720493
E02005474,9100SPALDNG,13045.613872
E02005445,9100LINCLNC,1446.21858998
E02005636,9100WLNGBRO,4862.77718144
E02005919,9100EMPKWAY,3788.96762384
E02005831,9100HUCKNAL,336.513451323
E02006864,9100BOSTON,1699.82973338
E02006736,9100WORCSSH,2695.05485533
E02006737,9100WORCSSH,1391.58603132
E02006734,9100WORCSFS,2449.94130217
E02006735,9100WORCSSH,2283.24768795
E02006732,9100RDIT,2699.53151248
E02004446,9100SUDBURY,15155.4127972
E02004447,9100SUDBURY,5245.2317944
E02004444,9100LAINDON,837.953083561
E02004445,9100PITSEA,1058.63697095
E02004442,9100PITSEA,1706.01674363
E02004443,9100BASILDN,465.792641183
E02004440,9100BASILDN,871.359101948
E02004441,9100PITSEA,1036.18271071
E02004448,9100BRAINTR,11556.0634372
E02004449,9100CHPWKSC,8725.52474679
E02003746,9100MRCH,414.764913556
E02003747,9100WHTLSEA,1163.58711744
E02003744,9100MRCH,12336.2351431
E02003745,9100MRCH,8413.47148892
E02003742,9100MRCH,14136.8957652
E02003743,9100MRCH,13699.9455466
E02003740,9100WATBECH,6087.58348357
E02003748,9100MRCH,1213.51640623
E02003749,9100WHTLSEA,2195.69481605
E02006926,9100CHADHDD,1662.44808918
E02006922,9100CLCHHYT,1427.57684038
E02004916,9100LTCE,811.662910629
E02004917,9100LTCE,1796.42082683
E02004995,9100CUFFLEY,600.779542088
E02004914,9100LTCE,778.007956494
E02004994,9100BRKMNPK,1303.2918705
E02004915,9100LTCE,960.54880148
E02004993,9100WELHAMG,560.937120599
E02004912,9100BALDOCK,718.693269247
E02004992,9100HATFILD,2005.28537281
E02004913,9100STEVNGE,5400.02221154
E02004991,9100HATFILD,1242.02838828
E02004910,9100ROYSTON,751.97211375
E02004990,9100HATFILD,206.933454388
E02004911,9100LTCE,1357.03621455
E02004918,9100HITCHIN,845.6458048
E02004919,9100HITCHIN,669.882291327
E02006877,9100PBRO,2925.10988746
E02006874,9100STNEOTS,9487.29749221
E02006873,9100STNEOTS,12299.8337889
E02006878,9100PBRO,4729.77399745
E02003307,9100TLBYTWN,2906.84490611
E02003304,9100GRAYS,2093.33910468
E02003305,9100GRAYS,2415.37876123
E02003302,9100OCKENDN,1839.26257092
E02003303,9100PURFLET,2489.85553947
E02003300,9100SLEHOPE,322.685476082
E02003301,9100OCKENDN,551.346785813
E02003308,9100ETILBRY,323.661030895
E02003309,9100GRAYS,1460.74675992
E02003257,9100PBRO,4234.74795599
E02003254,9100PBRO,4597.8710058
E02003255,9100PBRO,3382.91204896
E02003252,9100PBRO,903.403246393
E02003253,9100PBRO,1780.75711658
E02003250,9100PBRO,815.580044406
E02003251,9100PBRO,2143.7496027
E02003258,9100LEAGRVE,2255.81443626
E02006287,9100DARSHAM,2499.588512
E02003259,9100LEAGRVE,1491.86640373
E02006286,9100DULNGHM,14439.3157219
E02006285,9100DULNGHM,13284.9519935
E02006284,9100DULNGHM,13382.0729628
E02006283,9100DULNGHM,13697.8199266
E02006282,9100SUDBURY,12935.0594692
E02006281,9100BSTEDMS,2119.85301164
E02001262,9100MNCRUFG,1306.99908569
E02001263,9100CHASNRD,1075.21142968
E02001260,9100URMSTON,1035.2360531
E02001261,9100TRFDPK,699.233368916
E02001268,9100CHASNRD,171.982160275
E02001269,9100TRFDPK,885.977807742
E02005206,9100STAS,1259.50723946
E02005287,9100PRST,1945.36550087
E02005207,9100ANSDELL,1689.21739602
E02005286,9100SMBG,5046.72743422
E02005204,9100KIRKHAM,174.460508898
E02005285,9100ENTWISL,7455.6168837
E02005205,9100KIRKHAM,2531.53976451
E02005284,9100ENTWISL,6676.46579653
E02005202,9100ADNL,515.516741433
E02005203,9100PLTNLFY,3866.39293862
E02005200,9100CHORLEY,1621.56466709
E02005281,9100ACRNGTN,7941.47992288
E02005201,9100ADNL,3974.57717632
E02005280,9100WDEN,6046.74526323
E02005208,9100STAS,122.361403661
E02005289,9100PRST,2397.20000157
E02005209,9100KIRKHAM,3947.76117004
E02005288,9100BMBRBDG,2931.94024829
E02001506,9100HESWALL,1215.94945351
E02001507,9100BRMB,673.258672117
E02001504,9100SPITAL,862.912864609
E02001505,9100BRMBRK,461.095052501
E02001502,9100PSLT,121.012498136
E02001503,9100HESWALL,1900.6785853
E02001500,9100HESWALL,2690.51851109
E02001501,9100BEBNGTN,1323.59040498
E02001508,9100ESTHRAK,959.049232151
E02001456,9100BLNDLAC,569.333543868
E02001457,9100OLDROAN,1409.37706169
E02001454,9100KKBY,1527.89006275
E02001455,9100OLDROAN,157.438658969
E02001452,9100WLOO,2366.42655798
E02001453,9100WLOO,1537.19623698
E02001450,9100BLNDLAC,539.39001593
E02001451,9100OLDROAN,1732.10465773
E02001458,9100WLOO,438.841548901
E02001459,9100SFRTHAL,1292.55855415
E02001176,9100ECCLES,689.343888405
E02001177,9100ECCLES,1386.48849006
E02001174,9100ECCLES,2218.65177027
E02001175,9100PTRCRFT,934.358506446
E02001172,9100MNCRVIC,2062.08573523
E02001173,9100SLFDCT,1234.8603984
E02001170,9100MRSD,1480.19246586
E02001178,9100SLFDORD,506.071208121
E02001179,9100SLFDCT,1419.07001281
E02005197,9100CHORLEY,521.782053016
E02005196,9100CHORLEY,1569.64825177
E02005195,9100CROT,461.158980657
E02005194,9100CHORLEY,1011.22479283
E02005193,9100EUXT,671.458459315
E02005192,9100CHORBUK,2118.25353019
E02005191,9100LEYLAND,2133.50181607
E02005190,9100PLSNGTN,4260.4685288
E02005199,9100EUXT,3777.93229077
E02005198,9100CHORLEY,845.05590701
E02003846,9100OPOL,685.649271515
E02003847,9100LTLSUTN,957.403067134
E02003844,9100NESTON,1055.59016282
E02003845,9100ELSMPRT,386.689253992
E02003842,9100HOOTON,1968.36085967
E02003843,9100OPOL,710.047782703
E02003840,9100WRENBRY,1521.51486044
E02003841,9100NESTON,345.520744594
E02003848,9100OPOL,1108.1718692
E02003849,9100ELSMPRT,1229.98645196
E02001097,9100MNCRIAP,1027.65812832
E02001016,9100MSGT,1731.19021985
E02001096,9100HLDG,1285.56297103
E02001017,9100KEARSLY,374.685147777
E02001095,9100MNCRIAP,2124.93457023
E02001014,9100WSTHOTN,935.953781133
E02001094,9100MNCRIAP,2331.87731272
E02001015,9100FRNW,725.282013071
E02001093,9100GATLEY,1752.04607211
E02001012,9100MSGT,1309.49402707
E02001092,9100GATLEY,3425.12363137
E02001013,9100HAGFOLD,2489.05161947
E02001091,9100NAVGTNR,2761.22210189
E02001010,9100MSGT,128.348893712
E02001090,9100GATLEY,2309.55590094
E02001011,9100WSTHOTN,843.221132679
E02001018,9100DAISYH,774.642683348
E02001099,9100RCHDALE,5174.91095806
E02001019,9100ENTWISL,6316.04376233
E02001098,9100RCHDALE,4245.45526144
E02001326,9100NWTNLW,4238.05824812
E02001327,9100KKBY,1813.9263007
E02001324,9100NWTNLW,2880.42433259
E02001325,9100NWTNLW,3515.80809274
E02001322,9100BRYN,1211.73349394
E02001323,9100ATHERTN,5369.7429659
E02001320,9100ATHERTN,4405.12204388
E02001321,9100BRYN,1784.69822519
E02001328,9100KKBY,1058.20823042
E02001329,9100KKBY,1630.09575011
E02001276,9100NAVGTNR,3729.65386533
E02001277,9100NAVGTNR,1923.01269723
E02001274,9100NAVGTNR,2676.92151906
E02001275,9100IRLAM,1961.95680734
E02001272,9100TRFDPK,3782.45240193
E02001273,9100NAVGTNR,3253.16257928
E02001270,9100HMPHRYP,2597.33997946
E02001271,9100URMSTON,2243.84197088
E02001278,9100NAVGTNR,1406.03211587
E02001279,9100NAVGTNR,1616.54957326
E02005216,9100CHOS,561.165604142
E02005217,9100ACRNGTN,645.471546138
E02005296,9100LSTH,4287.76336207
E02005214,9100RISHTON,503.449413906
E02005295,9100LSTH,387.360402256
E02005215,9100ACRNGTN,876.86987559
E02005294,9100BMBRBDG,547.400878585
E02005212,9100RISHTON,2646.1648943
E02005293,9100BMBRBDG,518.23276898
E02005213,9100HUNCOAT,2218.10861103
E02005292,9100LSTH,2281.89445521
E02005210,9100ANSDELL,434.677077497
E02005291,9100PRST,1993.45624989
E02005211,9100LYTHAM,673.983272975
E02005290,9100BMBRBDG,1772.52590327
E02005218,9100CHOS,855.342681701
E02005299,9100LEYLAND,393.241638463
E02005219,9100ACRNGTN,1476.68784684
E02005298,9100LEYLAND,1339.39352298
E02002576,9100WIDNES,1403.39852738
E02002577,9100HOUGHGR,350.193366573
E02002574,9100WIDNES,1026.26179225
E02002575,9100WIDNES,1186.07790764
E02002578,9100WIDNES,703.52477097
E02002579,9100HOUGHGR,1089.79737623
E02001426,9100RHIL,369.030610053
E02001427,9100LEGR,976.267825307
E02001424,9100THHT,579.623232841
E02001425,9100LEGR,717.634562185
E02001422,9100STHLNSJ,1463.96223956
E02001423,9100ECPK,509.818076975
E02001420,9100NWTNLW,751.939888758
E02001421,9100THHT,1457.33540468
E02001428,9100RHIL,774.666864819
E02001429,9100MEOLSCP,3303.306699
E02003797,9100BACHE,213.254444786
E02003796,9100BACHE,1187.3000244
E02003795,9100CPNHRST,3839.28193911
E02003794,9100INEL,2068.65591871
E02003799,9100BACHE,2688.92045846
E02003798,9100BACHE,2000.24494941
E02001146,9100RCHDALE,424.481901485
E02001147,9100RCHDALE,1721.61130682
E02001144,9100RCHDALE,2428.8112473
E02001145,9100SMBG,2792.16465115
E02001142,9100CSTL,2444.91762429
E02001143,9100RCHDALE,940.472484532
E02001140,9100RCHDALE,2135.699714
E02001141,9100RCHDALE,1079.86620672
E02003987,9100GRETGRN,6733.12548158
E02003986,9100BAROW,2278.35665753
E02001148,9100CSTL,166.516701039
E02003985,9100BAROW,2183.35572449
E02000987,9100BLRD,1848.58389391
E02001149,9100CSTL,3074.72463691
E02003984,9100BAROW,688.292663407
E02000986,9100BRMCRSS,1259.69958893
E02003983,9100ROOSE,992.051180526
E02000985,9100BRMCRSS,414.650172461
E02003982,9100ROOSE,246.279198352
E02000984,9100BRMCRSS,1765.42260477
E02003981,9100BAROW,576.411725957
E02003980,9100BAROW,821.420652928
E02003989,9100CARLILE,2666.11377393
E02003988,9100BRMPTNC,2274.62562388
E02000989,9100HITW,1677.65034695
E02000988,9100HITW,1504.98899448
E02003856,9100HNDFRTH,158.438000492
E02003857,9100WLMSL,1011.09413976
E02003854,9100POYNTON,339.64979588
E02003855,9100POYNTON,1523.02487099
E02003852,9100CPNHRST,1530.24511054
E02003853,9100DISLEY,405.120601679
E02003850,9100CPNHRST,1520.51354117
E02003851,9100ELSMPRT,1859.94817195
E02003858,9100WLMSL,615.901342937
E02003859,9100MOBERLY,1497.38013936
E02006884,9100WDEN,9098.30289878
E02006881,9100BURNMR,680.33049035
E02001336,9100HUYTON,1563.9752192
E02001337,9100HUYTON,1337.91772316
E02001334,9100ROBY,1475.80505075
E02001335,9100PRESCOT,684.353537979
E02001332,9100ROBY,2740.22032404
E02001333,9100PRESCOT,391.575615795
E02001330,9100KKBY,917.752468808
E02001331,9100KKBY,2522.34628952
E02001338,9100ROBY,632.931342906
E02001339,9100WHISTON,179.016142403
E02001246,9100HYDEN,1058.4531
E02001247,9100GIDB,735.465054531
E02001244,9100SBYD,987.547176401
E02001245,9100HYDEN,1248.30846646
E02001242,9100FRFD,1055.91253153
E02001243,9100SBYD,1305.53507747
E02001240,9100GORTON,1674.47804898
E02001241,9100GIDB,1094.46834895
E02001248,9100FLWRYFD,380.971456181
E02001249,9100DNTON,1381.72887632
E02001436,9100MEOLSCP,1543.91539222
E02001437,9100BKDLE,296.404023269
E02001434,9100MEOLSCP,408.925541175
E02001435,9100SOUTHPT,830.04115559
E02001432,9100SOUTHPT,566.724181634
E02001433,9100MEOLSCP,541.985998288
E02001430,9100MEOLSCP,2166.32342014
E02001431,9100MEOLSCP,1331.37206274
E02001438,9100HILLSID,774.773076664
E02001439,9100AINSDAL,678.506532382
E02002646,9100BLCKS,3003.80159008
E02002647,9100BLCKS,748.351048354
E02002644,9100BLCKS,1896.05710495
E02002645,9100BLCKS,306.713241424
E02002642,9100BLCKPLN,701.519575341
E02002643,9100BLCKPLN,1357.07540443
E02002640,9100BLCKPLN,547.374962206
E02002641,9100LAYTON,1401.91236357
E02002648,9100BLCKS,1483.77068757
E02002649,9100BLCKPB,340.459598333
E02001156,9100MLSHILL,1962.34916811
E02001157,9100WALKDEN,2599.48233427
E02001154,9100MLSHILL,562.48531296
E02001155,9100MLSHILL,2204.004735
E02001152,9100MLSHILL,1895.12916716
E02001153,9100MLSHILL,2935.3122911
E02001150,9100CSTL,4207.85741899
E02001151,9100CSTL,2314.47170186
E02003997,9100CARLILE,2407.09208441
E02003996,9100CARLILE,859.783200416
E02001158,9100WALKDEN,1603.75752101
E02003995,9100CARLILE,2106.55682351
E02000997,9100HORWICH,1477.14624245
E02001159,9100WALKDEN,951.997792015
E02003994,9100CARLILE,1236.26169257
E02000996,9100HITW,1900.83300259
E02003993,9100WETHERL,1782.43995083
E02000995,9100LOSTCKP,2371.83863387
E02003992,9100CARLILE,634.567634051
E02000994,9100HITW,1829.4879053
E02003991,9100CARLILE,3267.3377656
E02000993,9100HITW,462.386107063
E02003990,9100CARLILE,2138.22144124
E02000992,9100BLRD,627.530229624
E02000991,9100HITW,2698.22615606
E02000990,9100HORWICH,1799.18710462
E02003999,9100CARLILE,2768.18787754
E02003998,9100CARLILE,1750.59025757
E02000999,9100BOLTON,1153.614396
E02000998,9100BOLTON,1949.11720816
E02001066,9100ARDWICK,1515.35361656
E02001067,9100RYDRBRW,208.910073118
E02001064,9100BLLVUE,888.316024962
E02001065,9100GORTON,644.564342092
E02001062,9100ARDWICK,744.366544235
E02001063,9100MNCROXR,1031.44337185
E02001061,9100GORTON,130.212938808
E02003826,9100CREWE,2059.54907888
E02003827,9100CREWE,2245.31814402
E02001068,9100MNCROXR,2098.42180368
E02003824,9100ALSAGER,1504.04459022
E02001069,9100ARDWICK,2312.13009378
E02003825,9100CREWE,3431.75860406
E02003822,9100ALSAGER,2428.53191942
E02003823,9100ALSAGER,457.474114329
E02003820,9100SBCH,895.88231659
E02003821,9100SBCH,2528.45566308
E02003828,9100CREWE,2843.00651394
E02003829,9100CREWE,1242.84596813
E02001387,9100MSLH,1444.7780657
E02001306,9100PBRT,1816.46579865
E02001386,9100ROBY,1945.30281333
E02001307,9100PBRT,965.004621718
E02001385,9100EDGH,950.327769752
E02001304,9100ORRELL,169.257653136
E02001384,9100WVRTTEC,1352.77608527
E02001305,9100DAISYH,2602.28238343
E02001383,9100LVRPLCL,1097.88981989
E02001302,9100HINDLEY,1282.73659306
E02001382,9100BROADGR,876.319462368
E02001303,9100HAGFOLD,315.529400819
E02001381,9100EDGH,882.664304801
E02001300,9100PBRT,529.983842646
E02001380,9100BROADGR,466.340254943
E02001301,9100WIGANNW,1443.2130923
E02001389,9100STMCHLS,1405.69003376
E02001308,9100ATHERTN,714.578274157
E02001388,9100MSLH,1118.8855091
E02001309,9100HAGFOLD,1515.28154081
E02005266,9100PRST,2256.4245
E02005267,9100PRST,1254.97980435
E02005264,9100PRST,1567.7385805
E02005265,9100PRST,3164.87700231
E02005262,9100SALWICK,3899.32678994
E02005263,9100PRST,1594.38142151
E02005260,9100PRST,2584.67817481
E02005261,9100PRST,3786.24817028
E02001256,9100HYDEC,849.548040409
E02001257,9100HYDEC,1625.67056509
E02001254,9100HYDEC,1195.93128587
E02001255,9100HATRSLY,926.853639916
E02001252,9100REDISHN,761.408483463
E02001253,9100DNTON,774.940127342
E02001250,9100NWTH,450.387794378
E02005268,9100PRST,2197.97476389
E02001251,9100BRBM,2255.42041589
E02005269,9100PRST,282.53553241
E02001258,9100HYDEC,1599.08638162
E02001259,9100MNCRUFG,1711.52549216
E02001406,9100RNFD,1507.72048694
E02001487,9100GNLN,639.734311553
E02001407,9100GARW,2620.9760249
E02001486,9100BRKNHDP,1511.16922691
E02001404,9100ALERTN,1592.91400656
E02001485,9100UPTON,266.381708456
E02001405,9100HUNTSX,2449.09902932
E02001484,9100UPTON,1012.95174922
E02001402,9100CRSNGTN,489.315078206
E02001483,9100MOTO,1857.61617349
